id_product;energy_100g;fat_100g;saturated_fat_100g;carbohydrates_100g;sugars_100g;proteins_100g;nutrition_score_fr_100g;energy_kcal_100g;ecoscore_score
1109626;2598.0;60.0;37.0;10.3;3.6;12.0;13.0;621.0;44
1109607;2447.0;45.0;27.0;32.0;29.0;8.3;23.0;590.0;44
1112920;1636.0;1.6;0.4;84.2;0.4;8.6;-3.0;391.0;79
943764;653.0;8.0;2.8;1.0;0.8;20.0;11.0;;41
2524947;1286.0;12.3;3.0;42.0;9.6;6.1;7.0;;
2527459;1185.0;27.1;2.5;9.4;4.7;1.2;13.0;;39
2109589;2469.0;39.3;16.1;50.9;41.9;7.4;24.0;593.0;
1008181;151.0;0.55;0.4;6.95;1.15;0.65;;;
2527304;1162.0;5.5;0.6;45.0;6.0;9.5;0.0;;75
2523978;1528.0;3.5;3.5;80.0;64.0;2.0;17.0;;37
2523902;1175.0;15.2;8.6;22.6;2.8;11.9;16.0;;32
1200517;1025.0;22.0;9.9;2.3;0.6;1.0;14.0;245.0;
1200519;1075.0;23.0;8.6;1.2;1.1;11.0;16.0;257.0;
1200518;937.0;22.0;9.6;1.0;0.6;7.0;14.0;224.0;
2495085;1992.0;31.1;14.2;5.6;3.1;27.6;25.0;476.0;47
1539600;1571.0;20.0;9.6;43.0;26.0;4.2;17.0;373.0;42
1300723;146.0;0.5;0.1;8.2;8.2;0.5;1.0;36.0;9
1078258;385.0;1.8;1.2;14.8;14.5;4.2;3.0;92.0;90
1082685;1482.0;1.5;0.4;71.1;8.6;11.6;-2.0;350.0;65
1082905;929.0;15.3;1.9;13.6;1.2;7.6;2.0;223.0;48
1321353;2381.0;37.0;21.0;50.0;49.0;8.3;26.0;569.0;
1274552;1602.0;30.0;12.0;1.0;1.0;28.0;24.0;;45
1221298;462.0;3.9;;13.5;;4.7;;;34
1077924;1518.0;1.8;0.3;72.5;3.3;11.5;-4.0;358.0;65
1156901;71.0;0.0;0.0;2.7;2.7;0.8;-5.0;17.0;
1176886;303.0;1.3;0.9;11.2;10.9;2.8;18.0;72.0;37
1139709;1762.0;14.0;2.63;54.0;0.8;14.0;12.0;;
1200455;858.0;15.0;3.5;0.0;0.0;18.0;2.0;205.0;19
1405831;1051.0;19.5;13.3;2.4;0.5;17.0;18.0;;53
1405885;1431.0;26.0;18.0;0.5;0.5;19.0;15.0;342.0;52
1405889;1552.0;27.0;17.2;1.5;1.5;31.0;19.0;371.0;57
1133172;711.0;7.6;5.6;21.0;20.0;4.1;11.0;170.0;81
1299106;269.0;3.6;2.2;4.8;4.8;3.2;2.0;;37
1071753;909.0;7.8;4.6;22.0;3.0;13.0;12.0;216.0;44
1298806;192.0;0.8;0.1;10.9;10.9;0.5;5.0;;-7
1714241;180.0;0.0;0.0;10.6;10.6;0.0;14.0;42.0;
2524506;1709.0;20.2;10.8;49.5;7.3;6.2;21.0;;63
1182021;1025.0;0.5;0.1;60.0;55.0;0.5;12.0;245.0;45
1019070;;22.0;;;;;;;34
946563;1000.0;19.0;6.8;2.9;1.9;14.0;12.0;239.0;67
946820;687.0;9.0;4.3;0.8;0.8;20.0;14.0;;17
1329865;1073.0;13.0;1.0;28.0;0.5;4.0;-4.0;257.0;76
1192216;870.0;8.4;5.0;24.0;4.5;8.4;11.0;208.0;31
1297837;101.0;0.5;0.0;3.0;0.8;1.6;-5.0;24.0;96
2568934;187.0;2.1;0.8;5.4;2.2;0.8;2.0;45.0;91
2568371;55.0;0.5;0.1;0.9;0.5;1.0;8.0;13.0;
1330949;1502.0;3.5;0.5;61.0;9.3;15.0;13.0;359.0;
1306234;1536.0;5.0;1.3;64.0;2.6;15.0;-3.0;367.0;67
1300276;142.0;0.5;0.1;5.5;3.4;1.3;1.0;;83
1298425;1518.0;2.0;0.4;72.0;2.0;12.0;-3.0;358.0;65
2524581;1470.0;30.0;20.0;0.5;0.5;21.0;17.0;354.0;44
942338;558.0;5.4;1.6;9.7;2.9;10.4;0.0;133.0;25
1008857;274.0;3.6;0.4;6.2;5.5;1.4;-1.0;66.0;83
1246185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1300734;156.0;0.5;0.3;4.9;4.9;3.2;0.0;;
1401318;442.0;0.5;0.2;0.6;0.3;24.3;11.0;;
1123072;948.0;16.0;2.4;0.7;0.5;21.0;14.0;228.0;13
1299622;65.0;0.5;0.01;1.03;0.6;1.13;-6.0;14.3;
1298054;1485.0;0.6;0.1;78.0;0.3;7.4;-1.0;350.0;3
1306267;1552.0;5.0;1.3;64.0;2.6;15.0;-3.0;371.0;67
946584;1498.0;29.0;22.0;1.0;0.5;24.0;17.0;;44
1306308;1574.0;4.0;1.0;69.0;2.0;13.0;-4.0;372.0;67
1008861;245.0;2.7;0.3;6.3;3.8;1.3;4.0;;77
1096380;739.0;7.7;4.7;23.0;20.0;3.7;8.0;;
1058335;1527.0;33.0;;1.0;;16.0;;365.0;38
2035075;1758.0;9.4;2.8;72.4;26.3;8.1;8.0;417.0;39
1288771;569.0;6.2;0.7;16.0;3.9;3.3;-3.0;;77
1019781;1680.0;40.0;27.0;3.0;2.5;8.5;15.0;;47
2062204;941.0;21.0;14.0;4.3;4.3;5.4;12.0;225.0;42
1067005;1351.0;9.5;1.1;44.4;4.0;13.0;1.0;323.0;75
1121673;653.0;8.0;3.5;1.0;0.6;20.0;5.0;;33
1191986;658.0;11.0;5.5;7.4;1.1;6.9;3.0;;5
1451377;1251.0;1.5;0.5;62.0;3.7;9.5;-2.0;299.0;
1132723;62.0;0.2;0.2;2.7;1.8;0.6;-2.0;16.0;79
1104200;1527.0;30.7;10.2;1.5;0.8;20.7;24.0;365.0;5
1112710;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;23
1067773;370.0;0.5;0.1;14.0;1.7;5.1;-3.0;87.0;
1067890;657.0;3.2;0.3;23.2;0.1;4.9;-2.0;157.0;
1319928;1632.0;1.6;0.0;86.0;0.0;3.4;;390.0;39
1121564;867.0;7.5;2.4;22.2;3.1;10.1;0.0;207.0;33
944933;2386.0;40.1;16.8;40.5;39.8;10.7;21.0;;
1306439;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;79
1078056;0.0;0.0;0.0;0.0;0.0;0.0;-10.0;0.0;
1045147;1904.0;18.0;1.6;60.0;14.0;9.4;0.0;455.0;53
1067894;1582.0;13.0;2.0;39.0;3.1;19.0;-4.0;379.0;63
1306511;1971.0;18.0;11.0;70.0;30.0;6.4;24.0;471.0;59
2394950;1025.0;9.0;4.2;29.0;3.3;11.0;4.0;;
944934;2410.0;40.5;16.0;42.2;36.0;8.0;19.0;;28
2066497;2360.0;36.5;15.5;52.5;50.0;5.5;25.0;;24
2523806;1904.0;36.0;8.0;15.0;15.0;4.6;17.0;455.0;
1122523;1222.0;12.0;9.8;43.0;29.9;3.5;19.0;;81
998021;140.0;0.9;0.1;1.5;0.2;3.4;-4.0;34.0;83
1091772;368.0;0.1;0.0;13.5;13.5;4.4;-2.0;88.0;45
2062477;1925.0;19.0;12.0;69.0;68.0;2.7;24.0;460.0;35
1091827;53.0;0.1;0.0;0.8;0.4;1.2;5.0;;
870818;632.0;7.0;3.0;1.0;0.8;21.0;12.0;151.0;41
1083711;373.0;2.7;2.0;13.2;12.0;2.9;3.0;;77
1003052;172.0;0.1;0.0;4.6;4.3;4.6;-2.0;41.0;
1077476;556.0;3.7;2.1;19.0;1.0;5.5;1.0;133.0;
1005012;538.0;3.0;2.0;22.3;18.9;2.8;5.0;;56
1081773;778.0;9.8;2.2;0.0;0.0;23.0;14.0;186.0;43
1121768;418.0;3.2;2.1;14.0;14.0;3.6;4.0;;
1288531;460.0;3.0;1.2;0.8;0.8;20.0;5.0;110.0;27
1121775;588.0;8.9;5.8;11.8;11.8;3.4;6.0;;
1140806;341.0;1.9;0.3;12.5;11.1;3.3;1.0;;79
1104128;994.0;19.5;14.0;8.5;7.0;7.5;15.0;240.0;41
1214675;1647.0;6.5;2.3;64.0;6.9;15.0;8.0;390.0;79
1081218;1410.0;28.5;19.0;0.0;0.0;21.0;16.0;337.0;72
1027445;1473.0;0.5;0.1;80.0;51.0;6.0;14.0;352.0;74
1016439;519.0;9.2;0.9;3.9;1.6;5.7;-2.0;124.0;
1265103;1255.0;;;;;;;300.0;
811055;940.0;11.7;1.5;10.3;2.3;4.6;13.0;;
1095815;1623.0;4.2;0.5;74.6;7.1;10.9;0.0;388.0;88
1265044;1540.0;30.0;16.0;3.3;0.59;22.0;9.0;371.0;48
1007414;1322.0;0.2;0.0;8.4;1.4;1.8;;316.0;
435888;741.0;11.0;3.0;1.1;0.7;19.0;5.0;177.0;48
2062925;314.0;1.7;1.1;10.6;10.4;3.7;;75.0;38
1105697;1880.0;15.0;4.0;65.0;18.0;12.0;9.0;450.0;53
2526831;444.0;1.4;0.6;0.9;0.9;22.0;11.0;;18
2523963;443.0;1.9;0.7;1.3;1.3;20.6;11.0;;18
1300705;2508.0;50.0;6.2;9.1;5.0;25.0;8.0;;33
1300077;689.0;16.2;2.3;2.6;0.0;0.9;6.0;;79
1060810;1537.0;4.6;1.2;64.0;3.0;15.0;-3.0;363.0;66
1008528;1531.0;2.0;0.4;72.0;3.7;12.0;-4.0;361.0;60
1046846;251.0;1.0;0.7;10.0;9.7;2.5;16.0;60.0;33
1121294;473.0;2.5;1.0;0.5;0.5;22.0;10.0;113.0;
1121877;417.0;3.0;2.0;14.5;14.5;3.5;3.0;;84
1121066;1725.0;34.9;21.7;0.0;;25.4;;;41
1167146;573.0;7.4;3.9;6.0;1.5;11.0;0.0;137.0;
1300603;76.0;0.9;0.2;1.7;1.7;2.3;-8.0;29.0;
1297617;87.0;0.5;0.1;1.4;1.2;2.3;-9.0;21.0;79
1067974;63.0;0.0;0.0;2.2;0.0;0.0;0.0;15.0;
1067973;61.0;0.0;0.0;2.2;0.0;0.0;-3.0;;
1243285;1590.0;0.9;0.2;85.0;22.0;6.7;13.0;380.0;29
2523964;1350.0;18.2;7.4;26.5;3.0;12.1;18.0;;43
2524505;1726.0;20.8;10.8;48.9;19.2;6.3;24.0;;39
1005037;561.0;4.2;2.8;20.4;18.2;3.3;5.0;134.0;67
2524578;1256.0;15.6;9.1;27.5;3.6;11.0;19.0;300.0;32
2524580;1160.0;20.5;13.5;0.5;0.5;23.5;15.0;;44
2524698;597.0;15.0;3.0;0.0;0.0;1.3;11.0;;75
2524137;1078.0;21.5;15.0;0.5;0.5;16.1;12.0;;75
1077475;504.0;2.5;1.4;18.1;2.4;5.4;0.0;;
1103133;1418.0;30.0;21.0;1.2;1.2;16.0;14.0;339.0;48
1082777;983.0;23.0;2.7;3.6;2.7;1.3;4.0;235.0;
1050656;181.0;3.33;1.33;2.0;0.667;0.667;4.0;43.3;59
1242556;1132.0;8.9;3.3;2.8;2.2;44.4;16.0;;
2526757;1192.0;23.5;8.5;1.0;1.0;17.0;21.0;285.0;19
1121756;322.0;4.9;3.4;4.2;4.2;4.1;1.0;;79
2034311;1464.0;0.8;0.5;75.0;2.5;7.4;;350.0;79
2526738;2292.0;39.4;6.0;19.8;6.3;25.5;16.0;552.0;33
2524469;1365.0;29.0;19.0;0.1;0.1;17.0;15.0;;47
1243003;1213.0;24.0;16.0;1.5;1.5;17.0;14.0;290.0;63
1243268;1544.0;33.0;22.0;1.0;1.0;17.0;15.0;369.0;48
1012408;2315.0;36.0;15.0;49.0;47.0;8.4;25.0;;22
1052058;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;92
1096899;1501.0;1.9;0.5;70.0;2.5;12.0;-5.0;354.0;94
1008864;245.0;2.7;0.3;6.3;3.8;1.3;4.0;;82
2526835;932.0;18.3;7.2;2.0;2.0;13.0;19.0;;4
947390;1077.0;15.2;6.9;0.8;0.5;29.5;19.0;;22
1118676;2209.0;;2.5;;4.5;5.0;;528.0;81
1081239;1489.0;38.0;27.6;2.6;2.3;2.2;14.0;364.0;77
1118949;176.0;0.0;0.0;10.0;9.8;0.5;13.0;42.0;19
1077391;820.0;11.0;3.7;16.0;1.4;7.8;2.0;196.0;36
1008599;1548.0;2.0;0.35;72.0;3.7;13.0;-4.0;;73
2533980;2083.0;24.8;11.6;62.3;55.2;4.6;23.0;;
2526832;809.0;8.2;5.1;19.3;2.8;9.1;10.0;;27
1285104;1137.0;22.0;15.0;6.0;6.0;13.0;19.0;;32
1201835;1138.0;15.4;3.1;23.6;2.6;11.2;11.0;;32
1201836;783.0;5.5;0.5;23.3;2.8;9.2;2.0;;49
1133661;427.0;3.7;1.9;10.0;1.7;6.3;1.0;102.0;46
2431762;458.0;11.5;1.8;0.1;0.1;0.7;;;97
2434331;1495.0;1.0;;32.1;;27.5;;;79
2411592;299.0;4.1;0.8;6.6;5.4;1.9;3.0;;
2351045;73.0;0.2;0.1;3.0;0.2;1.4;10.0;;
2348589;748.0;16.8;3.7;5.1;0.0;1.2;13.0;748.0;103
2405513;615.0;8.0;1.0;16.0;3.0;15.0;-1.0;147.0;79
2408410;2279.98;38.23;4.48;43.32;1.9;4.39;5.0;;79
2524921;75.0;0.5;0.1;0.2;0.2;2.4;0.0;18.0;79
2488447;87.0;0.3;0.047;4.2;1.3;1.6;-2.0;;79
1042030;2117.0;27.0;3.9;53.0;3.6;11.3;13.0;;72
2526819;106.0;0.2;0.1;2.8;0.5;1.6;-1.0;;77
1159347;2033.0;46.8;3.8;8.1;1.0;8.0;15.0;486.0;67
1249465;1410.0;14.6;1.51;49.4;12.5;6.2;-1.0;337.0;
1027375;1431.0;0.8;0.4;77.0;46.0;4.2;16.0;337.0;37
1167051;476.0;4.9;1.2;8.9;1.6;8.9;0.0;;5
946712;442.0;2.7;1.7;18.2;15.4;1.9;4.0;;56
939462;188.0;0.5;0.1;9.3;9.3;0.7;12.0;45.0;50
1392107;1147.0;7.5;0.7;39.4;4.6;9.2;-1.0;273.0;79
2430699;2016.0;20.5;1.9;59.6;15.6;13.4;10.0;481.0;79
1081454;435.0;2.4;1.1;10.6;0.8;9.3;-1.0;;
1201859;1049.0;12.9;1.0;23.9;2.8;8.3;3.0;;41
1003035;174.0;0.1;0.0;4.6;4.2;4.6;-2.0;;
1083248;1029.0;17.0;13.0;6.5;4.6;17.0;19.0;247.0;32
908720;131.0;0.4;0.0;3.2;1.6;2.8;-1.0;31.0;79
2575920;609.0;0.2;0.0;34.0;30.0;1.0;16.0;145.0;72
2443520;2499.0;49.8;5.2;15.1;2.7;19.3;13.0;;52
1203520;937.0;0.1;0.0;54.0;54.0;0.4;10.0;221.0;96
1321361;1414.0;0.2;0.2;76.6;63.0;5.4;14.0;333.0;74
1189142;1458.0;1.7;0.36;68.2;4.0;11.7;-6.0;;79
1103122;1607.0;10.0;6.0;69.0;52.0;3.0;17.0;384.0;59
908715;218.0;0.2;0.1;11.2;11.2;1.0;-3.0;;79
771060;1063.0;25.3;2.9;7.0;4.3;0.4;15.0;258.0;39
771061;293.0;0.2;0.1;14.5;11.9;0.7;1.0;;
805670;440.0;2.0;0.6;1.5;1.5;20.0;11.0;104.0;20
1034511;109.0;0.0;0.0;6.2;6.2;0.0;9.0;26.0;
1124728;792.0;12.6;;2.4;;16.7;;190.0;
1304899;268.0;0.4;0.0;8.0;4.7;5.2;-12.0;64.0;
1056724;419.0;3.0;0.3;14.5;11.8;3.4;1.0;;114
1755997;1975.0;18.8;11.4;68.5;40.9;6.0;25.0;472.0;
1285706;698.0;4.1;2.1;25.6;2.4;5.2;11.0;;
1042026;2160.0;31.0;3.9;50.0;3.2;6.8;9.0;518.0;72
2566357;289.0;1.7;1.1;11.0;3.2;1.8;6.0;69.0;82
1080925;247.0;4.0;0.6;3.5;2.5;1.2;-5.0;59.0;
1091465;167.0;0.1;0.0;6.5;1.0;1.8;-1.0;40.0;75
2620045;292.0;5.1;;52.1;;8.7;;;67
1048056;1892.0;13.3;4.0;72.0;24.0;8.0;10.0;450.0;77
1192192;354.0;0.0;0.0;20.0;17.0;0.0;-2.0;83.0;79
1152579;410.0;3.5;2.4;11.9;0.8;4.1;4.0;;
1022206;133.0;0.2;0.1;3.9;1.7;2.0;-4.0;32.0;79
1854253;1462.0;1.3;0.0;76.0;0.5;7.3;-1.0;;17
1286554;1027.0;21.0;7.7;2.1;2.1;11.0;15.0;248.0;79
1141520;1163.0;24.0;10.0;0.5;0.36;15.0;20.0;278.0;
1048049;1837.0;22.0;9.9;52.0;41.0;7.1;24.0;439.0;36
1040065;1498.0;34.0;3.1;3.3;2.5;9.0;15.0;358.0;
1243004;1194.0;24.0;17.0;0.0;0.0;18.0;14.0;288.0;45
973331;1529.0;28.0;19.0;1.0;0.5;28.0;11.0;;33
1027394;1519.0;0.5;0.1;88.0;74.0;2.6;14.0;363.0;74
1296286;1623.0;1.0;0.01;97.0;70.0;0.5;14.0;388.0;
807488;393.0;5.0;0.7;8.4;4.0;2.4;-2.0;94.0;
810162;543.0;5.0;0.6;13.8;1.0;6.6;0.0;129.0;22
1859160;2184.0;30.2;3.7;53.3;1.0;6.7;8.0;;79
1208595;1720.0;8.6;1.5;65.0;2.4;13.0;9.0;399.0;79
1208864;1577.0;2.3;1.3;66.2;1.0;19.23;-5.0;377.0;
810946;201.0;0.1;0.1;11.1;11.1;0.4;15.0;;
1201817;1078.0;11.0;0.9;32.0;4.1;8.0;3.0;257.0;53
1136386;661.0;11.9;4.5;5.6;4.0;6.3;4.0;;-12
1300450;5.0;0.0;0.0;98.7;0.3;0.0;0.0;;
1113409;1544.0;35.9;0.4;6.6;2.6;5.4;11.0;369.0;
1320709;2134.0;29.0;2.6;59.0;2.0;3.1;17.0;510.0;72
2414736;575.0;15.0;2.6;0.0;0.0;0.5;13.0;;105
2515057;117.0;0.1;0.0;6.7;4.3;0.6;9.0;28.1;
2420830;68.0;0.5;0.1;1.9;1.0;1.0;-1.0;16.0;79
771065;1681.77;36.36;4.9;1.01;1.01;18.24;;;21
804825;57.0;0.0;0.0;1.6;0.3;1.2;-1.0;;79
805668;440.0;2.0;0.6;1.5;1.5;20.0;11.0;104.0;20
1191680;0.0;0.0;0.0;0.0;0.0;0.1;;0.0;
807714;;;;;;;0.0;;
805108;728.0;8.5;4.4;16.8;2.2;6.9;5.0;174.0;50
806311;2038.0;22.5;15.6;61.2;34.3;8.0;20.0;487.0;26
792254;2278.0;32.7;20.6;54.8;51.5;7.0;24.0;546.0;32
792686;2092.0;23.8;12.1;62.6;35.1;7.4;25.0;500.0;50
796809;1924.0;16.0;2.6;68.0;19.0;7.5;8.0;;50
2332049;657.0;11.0;1.3;4.7;0.0;9.8;4.0;157.0;6
2371723;305.0;4.0;0.5;7.1;5.5;1.4;0.0;73.0;85
1036954;441.0;2.5;1.0;0.5;0.5;20.0;3.0;105.0;18
1315070;1527.0;1.4;0.3;11.0;7.0;77.0;1.0;365.0;
1066304;;20.0;;;;;;;48
2524118;1177.0;23.0;14.8;0.1;0.1;19.1;13.0;;46
2527422;1100.0;21.0;15.0;0.0;0.0;19.0;14.0;;34
1001884;1116.0;23.0;15.0;1.6;1.6;14.0;16.0;269.0;57
1241864;1142.0;18.0;7.4;1.0;1.0;27.0;20.0;;
2524087;892.0;12.9;3.3;0.7;0.4;23.7;15.0;;22
2524670;813.0;10.9;2.1;0.7;0.4;23.4;14.0;;22
2524901;430.0;6.0;0.7;8.5;1.0;3.0;3.0;;43
1150789;96.0;0.2;0.0;2.9;2.4;1.3;-3.0;;
1321906;451.0;0.4;0.1;24.0;22.0;0.5;-2.0;107.0;81
1230512;190.0;1.5;1.0;4.8;4.8;3.2;0.0;;36
944855;2397.0;40.0;24.0;45.0;43.0;5.0;24.0;573.0;41
944903;2393.0;38.0;27.0;49.0;42.0;6.6;27.0;572.0;29
1025148;482.0;3.0;1.1;0.8;0.8;21.0;3.0;;36
1025132;482.0;3.0;1.1;0.8;0.8;21.0;3.0;;36
1134375;1123.0;13.0;6.2;26.0;2.8;11.0;11.0;268.0;70
1041932;1987.0;21.0;5.5;61.0;25.0;7.0;12.0;475.0;29
1018942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1113566;224.0;0.1;0.04;13.2;12.1;0.6;17.0;;9
1322887;323.0;3.9;1.2;5.1;5.0;4.2;1.0;;77
1133386;110.0;0.4;0.1;2.8;1.9;1.9;-8.0;26.0;79
1133688;1299.0;21.3;14.3;21.2;4.2;8.5;16.0;;
1133356;653.0;4.8;0.7;23.0;1.3;4.2;-1.0;156.0;
1357605;515.0;3.5;2.1;19.8;13.4;2.9;4.0;;57
1322706;352.0;0.4;0.1;11.2;0.8;6.3;-3.0;;79
1322705;352.0;0.4;0.1;11.2;0.8;6.3;-3.0;;79
1076768;229.0;1.2;0.5;8.4;2.1;1.4;-5.0;54.6;
1091495;425.0;1.1;0.2;19.1;4.0;2.5;-1.0;;79
1091781;99.0;0.1;0.0;3.1;0.8;1.3;1.0;24.0;79
1322869;487.0;0.6;0.1;17.1;2.6;7.9;-5.0;;77
946577;1531.0;40.0;26.0;0.9;0.9;0.5;16.0;366.0;22
1004995;448.0;3.0;2.1;17.1;14.5;3.0;5.0;107.0;56
1001930;1498.0;31.7;22.5;0.0;0.0;19.0;19.0;358.0;48
939639;1745.0;32.0;22.5;0.5;0.14;28.0;;417.0;56
1322257;992.0;18.0;7.0;0.8;0.6;18.0;18.0;237.0;20
1105952;732.0;9.5;2.1;13.4;1.4;7.8;-4.0;175.0;
2407698;239.0;0.7;0.09;14.7;8.8;1.2;-7.0;;79
1105738;837.0;7.5;1.0;21.6;3.1;9.7;-1.0;200.0;41
1045465;1900.0;19.0;11.0;44.0;14.0;23.0;15.0;454.0;53
2033778;1640.0;7.3;1.4;67.0;20.0;10.0;8.0;392.0;17
907580;2680.0;51.1;4.1;29.2;9.6;15.7;7.0;;36
2515157;2782.0;61.0;5.3;4.7;1.9;23.0;11.0;662.0;41
2400256;1837.0;11.8;1.5;75.0;2.1;7.2;10.0;439.0;
1041989;1880.0;15.0;1.7;70.0;2.5;7.5;13.0;;72
797809;586.0;4.5;1.2;19.0;0.8;8.5;-2.0;140.0;28
1404293;1920.0;8.0;7.0;82.0;4.0;14.0;;;57
1974479;1920.0;8.0;7.0;82.0;4.0;14.0;;;57
1404297;1965.0;10.0;6.0;82.0;7.0;13.0;;;57
1974478;1965.0;10.0;6.0;82.0;7.0;13.0;;;57
811241;95.0;0.16;0.04;4.76;1.0;0.48;;22.8;
811240;148.0;0.24;0.08;7.04;2.2;1.0;;;
1287736;2856.0;66.0;6.3;4.6;2.2;16.0;-1.0;692.0;36
811239;2076.0;32.0;18.0;42.0;12.0;9.0;5.0;;
2527353;1047.0;0.2;0.02;60.0;47.0;0.5;11.0;;61
1083011;1517.0;1.3;0.3;73.6;4.0;11.3;-4.0;;65
1005092;649.0;6.9;4.7;18.1;17.6;4.9;5.0;155.0;84
2324537;1276.0;1.4;0.2;64.0;55.0;6.8;;305.0;19
1059884;852.0;13.0;1.6;14.0;0.4;7.8;1.0;204.0;
1001852;1510.0;31.7;22.5;0.0;0.0;19.0;19.0;361.0;50
1058338;1510.0;33.0;;1.0;;16.0;;;39
944367;1481.0;10.0;1.2;62.0;37.0;4.1;17.0;354.0;61
1135768;1643.0;32.0;20.0;0.0;0.0;27.0;12.0;396.0;56
2596077;753.0;14.0;2.5;11.0;9.0;0.9;12.0;180.0;39
1016782;1966.0;18.0;9.5;68.0;32.7;7.2;19.0;470.0;31
771077;2195.0;31.0;6.0;44.9;32.7;13.1;11.0;;
939490;201.0;0.5;0.1;11.0;11.0;0.5;;47.0;48
943966;1197.0;23.0;17.0;6.03;0.5;17.0;14.0;286.0;67
947187;1518.0;13.0;3.5;53.0;15.0;8.0;12.0;;59
947183;1608.0;15.0;4.3;51.0;16.0;7.5;14.0;373.0;79
1299746;1053.0;25.0;16.0;3.0;3.0;4.5;15.0;257.0;42
1103497;1573.0;3.9;0.5;67.1;3.3;14.0;0.0;376.0;104
1012737;1011.0;0.1;0.0;58.0;58.0;0.5;12.0;238.0;73
1485728;149.0;0.0;0.0;8.4;8.3;0.0;11.0;;49
1485703;146.0;0.0;0.0;8.3;8.3;0.0;11.0;34.0;49
1007851;191.0;2.7;1.5;4.0;1.2;0.8;3.0;46.0;
1094433;551.0;7.5;5.0;10.0;10.0;6.1;5.0;132.0;
1094368;1470.0;0.6;0.3;78.3;0.4;6.6;0.0;346.0;50
1022916;314.0;1.2;0.2;11.7;6.3;2.9;-1.0;75.0;100
1066341;952.0;17.0;;4.0;;15.0;;;32
1297936;330.0;0.4;0.2;17.5;12.5;0.6;1.0;;
1398535;259.0;0.1;0.0;12.0;14.8;0.2;19.0;62.0;64
1046991;1410.0;28.0;18.45;1.0;0.1;21.0;16.0;340.0;58
1027378;1510.0;0.5;0.1;87.0;74.0;2.8;14.0;361.0;74
1401806;2389.0;44.0;28.0;24.0;2.0;12.0;17.0;571.0;
1081320;3109.0;82.0;59.0;0.6;0.6;0.7;19.0;743.0;48
1138140;1474.0;29.0;19.45;0.84;0.5;19.5;14.0;356.0;63
906104;242.0;0.1;0.1;11.0;10.0;1.2;2.0;;92
1081133;371.0;2.9;1.9;12.2;12.2;3.3;2.0;;98
1850085;276.0;4.6;1.3;4.5;2.4;0.8;2.0;66.0;92
1286140;326.0;7.2;0.8;1.9;1.9;1.0;0.0;79.0;81
1079343;1348.0;26.8;19.4;1.4;0.5;18.7;15.0;322.0;62
1040067;1472.0;33.2;2.4;2.6;1.7;11.5;13.0;352.0;24
1277291;732.0;0.5;0.3;69.0;0.0;0.4;;175.0;
1841388;2377.0;35.4;22.1;55.7;53.1;6.2;27.0;568.0;
1007164;2188.0;29.8;17.5;51.7;48.5;6.7;22.0;523.0;29
1005056;486.0;4.4;2.3;14.3;13.1;3.6;1.0;;
1841476;1640.0;1.6;0.3;86.9;27.0;5.6;12.0;;59
945522;1953.0;24.0;15.0;56.0;56.0;5.9;25.0;467.0;40
2062349;620.0;0.5;0.1;59.4;0.0;0.5;;148.0;56
1103884;156.0;0.5;0.0;8.8;7.9;0.5;12.0;37.0;
1005166;347.0;0.1;0.1;12.2;11.7;8.1;-2.0;83.0;
1384305;426.0;5.6;1.0;9.7;8.5;2.3;8.0;102.0;98
2067124;2405.0;38.5;21.5;52.5;52.0;5.3;27.0;;22
1102942;611.0;9.1;0.9;10.3;0.8;5.7;-1.0;146.0;16
996181;280.0;4.5;2.0;6.0;3.5;1.0;2.0;;91
1156809;180.0;0.0;0.0;10.9;10.9;0.0;4.0;43.0;94
2067362;1674.0;6.5;5.0;76.0;67.0;7.2;;400.0;
1411120;244.0;0.5;0.1;14.0;13.0;0.5;-4.0;58.0;79
1059269;381.0;2.9;2.0;13.0;12.0;3.1;3.0;;86
1080980;1132.0;13.0;6.6;25.6;2.9;11.5;13.0;270.0;41
1190937;356.0;5.6;0.4;6.6;5.3;0.9;0.0;85.0;79
1031412;454.0;4.5;1.3;2.8;1.5;13.5;1.0;104.0;23
1031414;573.0;8.5;3.3;4.2;1.7;11.4;2.0;137.0;8
1227421;1787.0;11.0;3.0;68.0;19.0;10.0;6.0;427.0;79
1067091;1385.0;8.5;5.3;53.6;13.7;8.3;13.0;331.0;72
2342285;1473.0;0.0;0.0;87.9;87.9;0.0;;352.0;
1059746;2062.0;21.0;4.0;65.0;30.0;8.0;14.0;492.0;40
1025143;502.0;3.0;1.1;1.0;1.0;22.0;4.0;;5
2346372;2098.0;27.0;16.2;58.0;51.1;5.1;26.0;;68
983651;2223.0;34.0;21.0;47.0;44.0;6.0;21.0;;27
1096467;1490.0;1.83;0.5;66.0;0.667;14.7;;;
1241860;897.0;10.0;4.0;1.0;1.0;30.0;15.0;;-9
1096493;1365.0;27.0;18.0;0.5;0.0;21.0;16.0;329.0;66
1300018;53.0;0.0;0.0;1.4;0.7;1.3;-5.0;13.0;79
